entity_id,state,last_changed,local_ts,hour,night_date
sensor.lounge_airq_co2,743,2024-09-27 21:00:00+00:00,2024-09-28 00:00:00+03:00,0,2024-09-27
sensor.lounge_airq_co2,787,2024-09-27 22:00:00+00:00,2024-09-28 01:00:00+03:00,1,2024-09-27
sensor.lounge_airq_co2,734,2024-09-27 23:00:00+00:00,2024-09-28 02:00:00+03:00,2,2024-09-27
sensor.lounge_airq_co2,697,2024-09-28 00:00:00+00:00,2024-09-28 03:00:00+03:00,3,2024-09-27
sensor.lounge_airq_co2,676,2024-09-28 01:00:00+00:00,2024-09-28 04:00:00+03:00,4,2024-09-27
sensor.lounge_airq_co2,682,2024-09-28 02:00:00+00:00,2024-09-28 05:00:00+03:00,5,2024-09-27
sensor.lounge_airq_co2,695,2024-09-28 03:00:00+00:00,2024-09-28 06:00:00+03:00,6,2024-09-27
sensor.lounge_airq_co2,509,2024-09-28 19:00:00+00:00,2024-09-28 22:00:00+03:00,22,2024-09-28
sensor.lounge_airq_co2,613,2024-09-28 20:00:00+00:00,2024-09-28 23:00:00+03:00,23,2024-09-28
sensor.lounge_airq_co2,675,2024-09-28 21:00:00+00:00,2024-09-29 00:00:00+03:00,0,2024-09-28
sensor.lounge_airq_co2,800,2024-09-28 22:00:00+00:00,2024-09-29 01:00:00+03:00,1,2024-09-28
sensor.lounge_airq_co2,850,2024-09-28 23:00:00+00:00,2024-09-29 02:00:00+03:00,2,2024-09-28
sensor.lounge_airq_co2,844,2024-09-29 00:00:00+00:00,2024-09-29 03:00:00+03:00,3,2024-09-28
sensor.lounge_airq_co2,828,2024-09-29 01:00:00+00:00,2024-09-29 04:00:00+03:00,4,2024-09-28
sensor.lounge_airq_co2,788,2024-09-29 02:00:00+00:00,2024-09-29 05:00:00+03:00,5,2024-09-28
sensor.lounge_airq_co2,771,2024-09-29 03:00:00+00:00,2024-09-29 06:00:00+03:00,6,2024-09-28
sensor.lounge_airq_co2,661,2024-09-29 19:00:00+00:00,2024-09-29 22:00:00+03:00,22,2024-09-29
sensor.lounge_airq_co2,641,2024-09-29 20:00:00+00:00,2024-09-29 23:00:00+03:00,23,2024-09-29
sensor.lounge_airq_co2,624,2024-09-29 21:00:00+00:00,2024-09-30 00:00:00+03:00,0,2024-09-29
sensor.lounge_airq_co2,622,2024-09-29 22:00:00+00:00,2024-09-30 01:00:00+03:00,1,2024-09-29
sensor.lounge_airq_co2,609,2024-09-29 23:00:00+00:00,2024-09-30 02:00:00+03:00,2,2024-09-29
sensor.lounge_airq_co2,605,2024-09-30 00:00:00+00:00,2024-09-30 03:00:00+03:00,3,2024-09-29
sensor.lounge_airq_co2,602,2024-09-30 01:00:00+00:00,2024-09-30 04:00:00+03:00,4,2024-09-29
sensor.lounge_airq_co2,595,2024-09-30 02:00:00+00:00,2024-09-30 05:00:00+03:00,5,2024-09-29
sensor.lounge_airq_co2,583,2024-09-30 03:00:00+00:00,2024-09-30 06:00:00+03:00,6,2024-09-29
sensor.lounge_airq_co2,771,2024-09-30 19:00:00+00:00,2024-09-30 22:00:00+03:00,22,2024-09-30
sensor.lounge_airq_co2,740,2024-09-30 20:00:00+00:00,2024-09-30 23:00:00+03:00,23,2024-09-30
sensor.lounge_airq_co2,699,2024-09-30 21:00:00+00:00,2024-10-01 00:00:00+03:00,0,2024-09-30
sensor.lounge_airq_co2,695,2024-09-30 22:00:00+00:00,2024-10-01 01:00:00+03:00,1,2024-09-30
sensor.lounge_airq_co2,684,2024-09-30 23:00:00+00:00,2024-10-01 02:00:00+03:00,2,2024-09-30
sensor.lounge_airq_co2,669,2024-10-01 00:00:00+00:00,2024-10-01 03:00:00+03:00,3,2024-09-30
sensor.lounge_airq_co2,705,2024-10-01 01:00:00+00:00,2024-10-01 04:00:00+03:00,4,2024-09-30
sensor.lounge_airq_co2,714,2024-10-01 02:00:00+00:00,2024-10-01 05:00:00+03:00,5,2024-09-30
sensor.lounge_airq_co2,694,2024-10-01 03:00:00+00:00,2024-10-01 06:00:00+03:00,6,2024-09-30
sensor.lounge_airq_co2,715,2024-10-01 19:00:00+00:00,2024-10-01 22:00:00+03:00,22,2024-10-01
sensor.lounge_airq_co2,703,2024-10-01 20:00:00+00:00,2024-10-01 23:00:00+03:00,23,2024-10-01
sensor.lounge_airq_co2,703,2024-10-01 21:00:00+00:00,2024-10-02 00:00:00+03:00,0,2024-10-01
sensor.lounge_airq_co2,702,2024-10-01 22:00:00+00:00,2024-10-02 01:00:00+03:00,1,2024-10-01
sensor.lounge_airq_co2,690,2024-10-01 23:00:00+00:00,2024-10-02 02:00:00+03:00,2,2024-10-01
sensor.lounge_airq_co2,669,2024-10-02 00:00:00+00:00,2024-10-02 03:00:00+03:00,3,2024-10-01
sensor.lounge_airq_co2,655,2024-10-02 01:00:00+00:00,2024-10-02 04:00:00+03:00,4,2024-10-01
sensor.lounge_airq_co2,646,2024-10-02 02:00:00+00:00,2024-10-02 05:00:00+03:00,5,2024-10-01
sensor.lounge_airq_co2,645,2024-10-02 03:00:00+00:00,2024-10-02 06:00:00+03:00,6,2024-10-01
sensor.lounge_airq_co2,680,2024-10-02 19:00:00+00:00,2024-10-02 22:00:00+03:00,22,2024-10-02
sensor.lounge_airq_co2,665,2024-10-02 20:00:00+00:00,2024-10-02 23:00:00+03:00,23,2024-10-02
sensor.lounge_airq_co2,690,2024-10-02 21:00:00+00:00,2024-10-03 00:00:00+03:00,0,2024-10-02
sensor.lounge_airq_co2,684,2024-10-02 22:00:00+00:00,2024-10-03 01:00:00+03:00,1,2024-10-02
sensor.lounge_airq_co2,674,2024-10-02 23:00:00+00:00,2024-10-03 02:00:00+03:00,2,2024-10-02
sensor.lounge_airq_co2,664,2024-10-03 00:00:00+00:00,2024-10-03 03:00:00+03:00,3,2024-10-02
sensor.lounge_airq_co2,658,2024-10-03 01:00:00+00:00,2024-10-03 04:00:00+03:00,4,2024-10-02
sensor.lounge_airq_co2,659,2024-10-03 02:00:00+00:00,2024-10-03 05:00:00+03:00,5,2024-10-02
sensor.lounge_airq_co2,652,2024-10-03 03:00:00+00:00,2024-10-03 06:00:00+03:00,6,2024-10-02
sensor.lounge_airq_co2,752,2024-10-08 19:00:00+00:00,2024-10-08 22:00:00+03:00,22,2024-10-08
sensor.lounge_airq_co2,737,2024-10-08 20:00:00+00:00,2024-10-08 23:00:00+03:00,23,2024-10-08
sensor.lounge_airq_co2,718,2024-10-08 21:00:00+00:00,2024-10-09 00:00:00+03:00,0,2024-10-08
sensor.lounge_airq_co2,707,2024-10-08 22:00:00+00:00,2024-10-09 01:00:00+03:00,1,2024-10-08
sensor.lounge_airq_co2,692,2024-10-08 23:00:00+00:00,2024-10-09 02:00:00+03:00,2,2024-10-08
sensor.lounge_airq_co2,677,2024-10-09 00:00:00+00:00,2024-10-09 03:00:00+03:00,3,2024-10-08
sensor.lounge_airq_co2,662,2024-10-09 01:00:00+00:00,2024-10-09 04:00:00+03:00,4,2024-10-08
sensor.lounge_airq_co2,628,2024-10-09 02:00:00+00:00,2024-10-09 05:00:00+03:00,5,2024-10-08
sensor.lounge_airq_co2,627,2024-10-09 03:00:00+00:00,2024-10-09 06:00:00+03:00,6,2024-10-08
sensor.lounge_airq_co2,641,2024-10-09 19:00:00+00:00,2024-10-09 22:00:00+03:00,22,2024-10-09
sensor.lounge_airq_co2,668,2024-10-09 20:00:00+00:00,2024-10-09 23:00:00+03:00,23,2024-10-09
sensor.lounge_airq_co2,610,2024-10-09 21:00:00+00:00,2024-10-10 00:00:00+03:00,0,2024-10-09
sensor.lounge_airq_co2,618,2024-10-09 22:00:00+00:00,2024-10-10 01:00:00+03:00,1,2024-10-09
sensor.lounge_airq_co2,684,2024-10-09 23:00:00+00:00,2024-10-10 02:00:00+03:00,2,2024-10-09
sensor.lounge_airq_co2,726,2024-10-10 00:00:00+00:00,2024-10-10 03:00:00+03:00,3,2024-10-09
sensor.lounge_airq_co2,723,2024-10-10 01:00:00+00:00,2024-10-10 04:00:00+03:00,4,2024-10-09
sensor.lounge_airq_co2,707,2024-10-10 02:00:00+00:00,2024-10-10 05:00:00+03:00,5,2024-10-09
sensor.lounge_airq_co2,703,2024-10-10 03:00:00+00:00,2024-10-10 06:00:00+03:00,6,2024-10-09
sensor.lounge_airq_co2,672,2024-11-09 20:00:00+00:00,2024-11-09 22:00:00+02:00,22,2024-11-09
sensor.lounge_airq_co2,635,2024-11-09 21:00:00+00:00,2024-11-09 23:00:00+02:00,23,2024-11-09
sensor.lounge_airq_co2,633,2024-11-09 22:00:00+00:00,2024-11-10 00:00:00+02:00,0,2024-11-09
sensor.lounge_airq_co2,643,2024-11-09 23:00:00+00:00,2024-11-10 01:00:00+02:00,1,2024-11-09
sensor.lounge_airq_co2,625,2024-11-10 00:00:00+00:00,2024-11-10 02:00:00+02:00,2,2024-11-09
sensor.lounge_airq_co2,618,2024-11-10 01:00:00+00:00,2024-11-10 03:00:00+02:00,3,2024-11-09
sensor.lounge_airq_co2,609,2024-11-10 02:00:00+00:00,2024-11-10 04:00:00+02:00,4,2024-11-09
sensor.lounge_airq_co2,594,2024-11-10 03:00:00+00:00,2024-11-10 05:00:00+02:00,5,2024-11-09
sensor.lounge_airq_co2,591,2024-11-10 04:00:00+00:00,2024-11-10 06:00:00+02:00,6,2024-11-09
sensor.lounge_airq_co2,712,2024-11-10 20:00:00+00:00,2024-11-10 22:00:00+02:00,22,2024-11-10
sensor.lounge_airq_co2,674,2024-11-10 21:00:00+00:00,2024-11-10 23:00:00+02:00,23,2024-11-10
sensor.lounge_airq_co2,651,2024-11-10 22:00:00+00:00,2024-11-11 00:00:00+02:00,0,2024-11-10
sensor.lounge_airq_co2,629,2024-11-10 23:00:00+00:00,2024-11-11 01:00:00+02:00,1,2024-11-10
sensor.lounge_airq_co2,618,2024-11-11 00:00:00+00:00,2024-11-11 02:00:00+02:00,2,2024-11-10
sensor.lounge_airq_co2,614,2024-11-11 01:00:00+00:00,2024-11-11 03:00:00+02:00,3,2024-11-10
sensor.lounge_airq_co2,624,2024-11-11 02:00:00+00:00,2024-11-11 04:00:00+02:00,4,2024-11-10
sensor.lounge_airq_co2,615,2024-11-11 03:00:00+00:00,2024-11-11 05:00:00+02:00,5,2024-11-10
sensor.lounge_airq_co2,609,2024-11-11 04:00:00+00:00,2024-11-11 06:00:00+02:00,6,2024-11-10
sensor.lounge_airq_co2,753,2024-11-11 20:00:00+00:00,2024-11-11 22:00:00+02:00,22,2024-11-11
sensor.lounge_airq_co2,772,2024-11-11 21:00:00+00:00,2024-11-11 23:00:00+02:00,23,2024-11-11
sensor.lounge_airq_co2,810,2024-11-11 22:00:00+00:00,2024-11-12 00:00:00+02:00,0,2024-11-11
sensor.lounge_airq_co2,791,2024-11-11 23:00:00+00:00,2024-11-12 01:00:00+02:00,1,2024-11-11
sensor.lounge_airq_co2,763,2024-11-12 00:00:00+00:00,2024-11-12 02:00:00+02:00,2,2024-11-11
sensor.lounge_airq_co2,747,2024-11-12 01:00:00+00:00,2024-11-12 03:00:00+02:00,3,2024-11-11
sensor.lounge_airq_co2,725,2024-11-12 02:00:00+00:00,2024-11-12 04:00:00+02:00,4,2024-11-11
sensor.lounge_airq_co2,711,2024-11-12 03:00:00+00:00,2024-11-12 05:00:00+02:00,5,2024-11-11
sensor.lounge_airq_co2,699,2024-11-12 04:00:00+00:00,2024-11-12 06:00:00+02:00,6,2024-11-11
sensor.lounge_airq_co2,745,2024-11-12 20:00:00+00:00,2024-11-12 22:00:00+02:00,22,2024-11-12
sensor.lounge_airq_co2,761,2024-11-12 21:00:00+00:00,2024-11-12 23:00:00+02:00,23,2024-11-12
sensor.lounge_airq_co2,728,2024-11-12 22:00:00+00:00,2024-11-13 00:00:00+02:00,0,2024-11-12
sensor.lounge_airq_co2,688,2024-11-12 23:00:00+00:00,2024-11-13 01:00:00+02:00,1,2024-11-12
sensor.lounge_airq_co2,668,2024-11-13 00:00:00+00:00,2024-11-13 02:00:00+02:00,2,2024-11-12
sensor.lounge_airq_co2,656,2024-11-13 01:00:00+00:00,2024-11-13 03:00:00+02:00,3,2024-11-12
sensor.lounge_airq_co2,647,2024-11-13 02:00:00+00:00,2024-11-13 04:00:00+02:00,4,2024-11-12
sensor.lounge_airq_co2,635,2024-11-13 03:00:00+00:00,2024-11-13 05:00:00+02:00,5,2024-11-12
sensor.lounge_airq_co2,628,2024-11-13 04:00:00+00:00,2024-11-13 06:00:00+02:00,6,2024-11-12
sensor.lounge_airq_co2,797,2024-11-13 20:00:00+00:00,2024-11-13 22:00:00+02:00,22,2024-11-13
sensor.lounge_airq_co2,786,2024-11-13 21:00:00+00:00,2024-11-13 23:00:00+02:00,23,2024-11-13
sensor.lounge_airq_co2,758,2024-11-13 22:00:00+00:00,2024-11-14 00:00:00+02:00,0,2024-11-13
sensor.lounge_airq_co2,747,2024-11-13 23:00:00+00:00,2024-11-14 01:00:00+02:00,1,2024-11-13
sensor.lounge_airq_co2,726,2024-11-14 00:00:00+00:00,2024-11-14 02:00:00+02:00,2,2024-11-13
sensor.lounge_airq_co2,706,2024-11-14 01:00:00+00:00,2024-11-14 03:00:00+02:00,3,2024-11-13
sensor.lounge_airq_co2,695,2024-11-14 02:00:00+00:00,2024-11-14 04:00:00+02:00,4,2024-11-13
sensor.lounge_airq_co2,698,2024-11-14 03:00:00+00:00,2024-11-14 05:00:00+02:00,5,2024-11-13
sensor.lounge_airq_co2,691,2024-11-14 04:00:00+00:00,2024-11-14 06:00:00+02:00,6,2024-11-13
sensor.lounge_airq_co2,847,2024-11-14 20:00:00+00:00,2024-11-14 22:00:00+02:00,22,2024-11-14
sensor.lounge_airq_co2,819,2024-11-14 21:00:00+00:00,2024-11-14 23:00:00+02:00,23,2024-11-14
sensor.lounge_airq_co2,777,2024-11-14 22:00:00+00:00,2024-11-15 00:00:00+02:00,0,2024-11-14
sensor.lounge_airq_co2,748,2024-11-14 23:00:00+00:00,2024-11-15 01:00:00+02:00,1,2024-11-14
sensor.lounge_airq_co2,725,2024-11-15 00:00:00+00:00,2024-11-15 02:00:00+02:00,2,2024-11-14
sensor.lounge_airq_co2,706,2024-11-15 01:00:00+00:00,2024-11-15 03:00:00+02:00,3,2024-11-14
sensor.lounge_airq_co2,689,2024-11-15 02:00:00+00:00,2024-11-15 04:00:00+02:00,4,2024-11-14
sensor.lounge_airq_co2,677,2024-11-15 03:00:00+00:00,2024-11-15 05:00:00+02:00,5,2024-11-14
sensor.lounge_airq_co2,674,2024-11-15 04:00:00+00:00,2024-11-15 06:00:00+02:00,6,2024-11-14
sensor.lounge_airq_co2,679,2024-11-19 20:00:00+00:00,2024-11-19 22:00:00+02:00,22,2024-11-19
sensor.lounge_airq_co2,718,2024-11-19 21:00:00+00:00,2024-11-19 23:00:00+02:00,23,2024-11-19
sensor.lounge_airq_co2,732,2024-11-19 22:00:00+00:00,2024-11-20 00:00:00+02:00,0,2024-11-19
sensor.lounge_airq_co2,720,2024-11-19 23:00:00+00:00,2024-11-20 01:00:00+02:00,1,2024-11-19
sensor.lounge_airq_co2,712,2024-11-20 00:00:00+00:00,2024-11-20 02:00:00+02:00,2,2024-11-19
sensor.lounge_airq_co2,688,2024-11-20 01:00:00+00:00,2024-11-20 03:00:00+02:00,3,2024-11-19
sensor.lounge_airq_co2,670,2024-11-20 02:00:00+00:00,2024-11-20 04:00:00+02:00,4,2024-11-19
sensor.lounge_airq_co2,655,2024-11-20 03:00:00+00:00,2024-11-20 05:00:00+02:00,5,2024-11-19
sensor.lounge_airq_co2,639,2024-11-20 04:00:00+00:00,2024-11-20 06:00:00+02:00,6,2024-11-19
sensor.lounge_airq_co2,759,2024-11-20 20:00:00+00:00,2024-11-20 22:00:00+02:00,22,2024-11-20
sensor.lounge_airq_co2,830,2024-11-20 21:00:00+00:00,2024-11-20 23:00:00+02:00,23,2024-11-20
sensor.lounge_airq_co2,907,2024-11-20 22:00:00+00:00,2024-11-21 00:00:00+02:00,0,2024-11-20
sensor.lounge_airq_co2,944,2024-11-20 23:00:00+00:00,2024-11-21 01:00:00+02:00,1,2024-11-20
sensor.lounge_airq_co2,973,2024-11-21 00:00:00+00:00,2024-11-21 02:00:00+02:00,2,2024-11-20
sensor.lounge_airq_co2,968,2024-11-21 01:00:00+00:00,2024-11-21 03:00:00+02:00,3,2024-11-20
sensor.lounge_airq_co2,947,2024-11-21 02:00:00+00:00,2024-11-21 04:00:00+02:00,4,2024-11-20
sensor.lounge_airq_co2,928,2024-11-21 03:00:00+00:00,2024-11-21 05:00:00+02:00,5,2024-11-20
sensor.lounge_airq_co2,905,2024-11-21 04:00:00+00:00,2024-11-21 06:00:00+02:00,6,2024-11-20
sensor.lounge_airq_co2,813,2024-11-21 20:00:00+00:00,2024-11-21 22:00:00+02:00,22,2024-11-21
sensor.lounge_airq_co2,834,2024-11-21 21:00:00+00:00,2024-11-21 23:00:00+02:00,23,2024-11-21
sensor.lounge_airq_co2,799,2024-11-21 22:00:00+00:00,2024-11-22 00:00:00+02:00,0,2024-11-21
sensor.lounge_airq_co2,761,2024-11-21 23:00:00+00:00,2024-11-22 01:00:00+02:00,1,2024-11-21
sensor.lounge_airq_co2,737,2024-11-22 00:00:00+00:00,2024-11-22 02:00:00+02:00,2,2024-11-21
sensor.lounge_airq_co2,716,2024-11-22 01:00:00+00:00,2024-11-22 03:00:00+02:00,3,2024-11-21
sensor.lounge_airq_co2,701,2024-11-22 02:00:00+00:00,2024-11-22 04:00:00+02:00,4,2024-11-21
sensor.lounge_airq_co2,691,2024-11-22 03:00:00+00:00,2024-11-22 05:00:00+02:00,5,2024-11-21
sensor.lounge_airq_co2,693,2024-11-22 04:00:00+00:00,2024-11-22 06:00:00+02:00,6,2024-11-21
sensor.lounge_airq_co2,835,2024-11-26 20:00:00+00:00,2024-11-26 22:00:00+02:00,22,2024-11-26
sensor.lounge_airq_co2,807,2024-11-26 21:00:00+00:00,2024-11-26 23:00:00+02:00,23,2024-11-26
sensor.lounge_airq_co2,787,2024-11-26 22:00:00+00:00,2024-11-27 00:00:00+02:00,0,2024-11-26
sensor.lounge_airq_co2,779,2024-11-26 23:00:00+00:00,2024-11-27 01:00:00+02:00,1,2024-11-26
sensor.lounge_airq_co2,773,2024-11-27 00:00:00+00:00,2024-11-27 02:00:00+02:00,2,2024-11-26
sensor.lounge_airq_co2,744,2024-11-27 01:00:00+00:00,2024-11-27 03:00:00+02:00,3,2024-11-26
sensor.lounge_airq_co2,743,2024-11-27 02:00:00+00:00,2024-11-27 04:00:00+02:00,4,2024-11-26
sensor.lounge_airq_co2,735,2024-11-27 03:00:00+00:00,2024-11-27 05:00:00+02:00,5,2024-11-26
sensor.lounge_airq_co2,720,2024-11-27 04:00:00+00:00,2024-11-27 06:00:00+02:00,6,2024-11-26
sensor.lounge_airq_co2,866,2024-11-27 20:00:00+00:00,2024-11-27 22:00:00+02:00,22,2024-11-27
sensor.lounge_airq_co2,857,2024-11-27 21:00:00+00:00,2024-11-27 23:00:00+02:00,23,2024-11-27
sensor.lounge_airq_co2,805,2024-11-27 22:00:00+00:00,2024-11-28 00:00:00+02:00,0,2024-11-27
sensor.lounge_airq_co2,772,2024-11-27 23:00:00+00:00,2024-11-28 01:00:00+02:00,1,2024-11-27
sensor.lounge_airq_co2,737,2024-11-28 00:00:00+00:00,2024-11-28 02:00:00+02:00,2,2024-11-27
sensor.lounge_airq_co2,730,2024-11-28 01:00:00+00:00,2024-11-28 03:00:00+02:00,3,2024-11-27
sensor.lounge_airq_co2,725,2024-11-28 02:00:00+00:00,2024-11-28 04:00:00+02:00,4,2024-11-27
sensor.lounge_airq_co2,714,2024-11-28 03:00:00+00:00,2024-11-28 05:00:00+02:00,5,2024-11-27
sensor.lounge_airq_co2,712,2024-11-28 04:00:00+00:00,2024-11-28 06:00:00+02:00,6,2024-11-27
sensor.lounge_airq_co2,1212,2024-11-28 20:00:00+00:00,2024-11-28 22:00:00+02:00,22,2024-11-28
sensor.lounge_airq_co2,1073,2024-11-28 21:00:00+00:00,2024-11-28 23:00:00+02:00,23,2024-11-28
sensor.lounge_airq_co2,802,2024-11-28 22:00:00+00:00,2024-11-29 00:00:00+02:00,0,2024-11-28
sensor.lounge_airq_co2,723,2024-11-28 23:00:00+00:00,2024-11-29 01:00:00+02:00,1,2024-11-28
sensor.lounge_airq_co2,681,2024-11-29 00:00:00+00:00,2024-11-29 02:00:00+02:00,2,2024-11-28
sensor.lounge_airq_co2,656,2024-11-29 01:00:00+00:00,2024-11-29 03:00:00+02:00,3,2024-11-28
sensor.lounge_airq_co2,638,2024-11-29 02:00:00+00:00,2024-11-29 04:00:00+02:00,4,2024-11-28
sensor.lounge_airq_co2,624,2024-11-29 03:00:00+00:00,2024-11-29 05:00:00+02:00,5,2024-11-28
sensor.lounge_airq_co2,620,2024-11-29 04:00:00+00:00,2024-11-29 06:00:00+02:00,6,2024-11-28
sensor.lounge_airq_co2,603,2024-11-29 20:00:00+00:00,2024-11-29 22:00:00+02:00,22,2024-11-29
sensor.lounge_airq_co2,845,2024-11-29 21:00:00+00:00,2024-11-29 23:00:00+02:00,23,2024-11-29
sensor.lounge_airq_co2,1001,2024-11-29 22:00:00+00:00,2024-11-30 00:00:00+02:00,0,2024-11-29
sensor.lounge_airq_co2,1097,2024-11-29 23:00:00+00:00,2024-11-30 01:00:00+02:00,1,2024-11-29
sensor.lounge_airq_co2,1134,2024-11-30 00:00:00+00:00,2024-11-30 02:00:00+02:00,2,2024-11-29
sensor.lounge_airq_co2,1154,2024-11-30 01:00:00+00:00,2024-11-30 03:00:00+02:00,3,2024-11-29
sensor.lounge_airq_co2,1140,2024-11-30 02:00:00+00:00,2024-11-30 04:00:00+02:00,4,2024-11-29
sensor.lounge_airq_co2,1134,2024-11-30 03:00:00+00:00,2024-11-30 05:00:00+02:00,5,2024-11-29
sensor.lounge_airq_co2,1101,2024-11-30 04:00:00+00:00,2024-11-30 06:00:00+02:00,6,2024-11-29
sensor.lounge_airq_co2,838,2024-11-30 20:00:00+00:00,2024-11-30 22:00:00+02:00,22,2024-11-30
