entity_id,state,last_changed
sensor.lounge_airq_co2,646.5701957884849,2024-09-17T11:00:00.000Z
sensor.lounge_airq_co2,638.7098164233333,2024-09-17T12:00:00.000Z
sensor.lounge_airq_co2,790.7031147094444,2024-09-17T13:00:00.000Z
sensor.lounge_airq_co2,770.7303355067519,2024-09-17T14:00:00.000Z
sensor.lounge_airq_co2,752.6718599797223,2024-09-17T15:00:00.000Z
sensor.lounge_airq_co2,753.9735897977777,2024-09-17T16:00:00.000Z
sensor.lounge_airq_co2,618.6975959719445,2024-09-17T17:00:00.000Z
sensor.lounge_airq_co2,731.5970268830556,2024-09-17T18:00:00.000Z
sensor.lounge_airq_co2,658.5428596111111,2024-09-17T19:00:00.000Z
sensor.lounge_airq_co2,770.647121085,2024-09-17T20:00:00.000Z
sensor.lounge_airq_co2,950.6993897308333,2024-09-17T21:00:00.000Z
sensor.lounge_airq_co2,1076.9608712658332,2024-09-17T22:00:00.000Z
sensor.lounge_airq_co2,843.298051976111,2024-09-17T23:00:00.000Z
sensor.lounge_airq_co2,751.5646710725,2024-09-18T00:00:00.000Z
sensor.lounge_airq_co2,714.7697879966667,2024-09-18T01:00:00.000Z
sensor.lounge_airq_co2,709.6831725902776,2024-09-18T02:00:00.000Z
sensor.lounge_airq_co2,693.3747408219446,2024-09-18T03:00:00.000Z
sensor.lounge_airq_co2,711.9345362825001,2024-09-18T04:00:00.000Z
sensor.lounge_airq_co2,911.1284314355556,2024-09-18T05:00:00.000Z
sensor.lounge_airq_co2,714.5270237105556,2024-09-18T06:00:00.000Z
sensor.lounge_airq_co2,767.2417995747222,2024-09-18T07:00:00.000Z
sensor.lounge_airq_co2,692.5811552283334,2024-09-18T08:00:00.000Z
sensor.lounge_airq_co2,746.3851002272222,2024-09-18T09:00:00.000Z
sensor.lounge_airq_co2,684.9845122577777,2024-09-18T10:00:00.000Z
sensor.lounge_airq_co2,694.6698890988888,2024-09-18T12:00:00.000Z
sensor.lounge_airq_co2,737.2417729277778,2024-09-18T13:00:00.000Z
sensor.lounge_airq_co2,622.9891596330555,2024-09-18T14:00:00.000Z
sensor.lounge_airq_co2,709.7613670275,2024-09-18T15:00:00.000Z
sensor.lounge_airq_co2,786.3165323466668,2024-09-18T16:00:00.000Z
sensor.lounge_airq_co2,806.9415736511111,2024-09-18T17:00:00.000Z
